name,manual_gpu
"Tuf F16 I7-14650HX 32GB 4TBSSD RTX5070 16"" WQXGA 165Hz 10 Home + S.Çantası FX608JPR-QT070HMF66",rtx 5070
"ExperGBook P1 i5-13420H 40GB 512 GB 15.6"" Freedos +S. Çantası P1503CVA-I58512G1DHMF20",None
"Loq 15AHP10 Ryzen 7 250 Aı 32GB 4tb SSD 8GB/RTX5060 15.6"" IPS WIN11PRO BILG.83JG008UTRP10+ZETTAÇANTA",rtx 5060
Thinkbook 16 G8 Ial Ultra 5 225U 64GB Ddr5 512GB SSD FDOS 16 Inç IPS 21SK007VTXF37 + Zetta Çanta,None
"Predator Helios Neo 16 AI PHN16-73-9128A010 Ultra9 275HX 32GB 2TBSSD RTX5060 16"" WQXGA W11P Diz",rtx 5060
"Victus 15 15-FA2704NT B7TG9EA FR84 i5-13420H 48 GB 2 TB SSD RTX3050 15.6"" W11P + Çanta",rtx 3050
OMEN 17 R7 8845HS 16GB RAM 1TB SSD RTX4070/8GB 144Hz 17.3'' FHD W11H Gaming Laptop & PER4 ÇANTA,rtx 4070
"TUF F16 Intel 5-210H 32GB 1TBSSD RTX4050 16"" 144Hz Win10 Home +Sırt Çantası FX607VU-RL146HMF87",rtx 4050
"Expertbook Ultra 7 150U 16GB 512GB SSD Intel Iris x 14"" 4g Sim FDOS Dokunmatik B3402FVAF01+ZettaÇNT",intel iris xe
"Elitebook 660 G11 Ultra 7 155U 32GB Ddr5 4tb SSD 16"" Wuxga IPS W11HOME 9C004EAH12 + Zetta Çanta",None
"Thinkbook 14 G7 Ryzen 5 7535HS 48GB 512GB SSD 14"" Wuxga IPS FDOS 21MV001ATRF17 + Zettaçanta",None
"Excalibur G915 i7-13620H 12 GB 1TB RTX5060 165HZ 16"" W11H Gaming Laptop G915.1362-AF60A-C",rtx 5060
"Predator Helios Neo16 Ultra9 275HX 80GB 1TB SSD RTX5070Ti/12GB 16"" QHD+ W11H Gaming Laptop",rtx 5070ti
"ExpertBook P1 Intel Core 7 240H 48GB 4TB SSD 15.6"" FHD W11H Dizüstü Bilgisayar & PER4 Çanta",None
"Victus Ryzen 7-7445HS 32GB 512GBSSD Rtx RTX4050/6GB 15.6"" (1920 x 1080) FDOS WBX9U9EAF12+ZETTAÇANTA",rtx 4050
VENTUREPRO 15 Intel Core 7-240H 64GB 256GB SSD RTX5050/8GB 15.6'' FHD 144Hz W11P Laptop A2RWEG,rtx 5050
Pro 16 Plus PB16250 Ultra 7 255U 64GB 512GB SSD 16 FHD+ Windows 11 Pro BTO105-PB16250,None
Victus 15 i5 12500H 32GB 4TB SSD RTX4060/8GB 144Hz 15.6'' FHD W11H Gaming Laptop & PER4 ÇANTA,rtx 4060
"Victus 16-s0007nt Ryzen 7-7840HS 40GB 4TB RTX4070 16.1"" FHD Win11Home + S.Çantası 7Z581EAHMF55",rtx 4070
"Loq 15IRX10 I7 13650HX 24GB 512GB RTX5060 8gb 100W W11Home 15.6"" 144Hz 83JE00J5TRH07 + Zetta Çanta",rtx 5060
Latitude 3550 i7 1355U 48GB 256GB SSD MX570A/2GB 15.6'' W11P Dizüstü Bilgisayar & PER4 ÇANTA,mx570a
"Omen BQ1Y6EA Intel Core Ultra 7 255H 32GB 1TB SSD RTX5070-8GB Freedos 16"" WUXGA 165Hz Notebook",rtx 5070
"Vector 16 HX AI Ultra 9 275HX 96GB 256GB SSD RTX5070/8GB 115W 16"" QHD+ 240Hz W11H Gaming",rtx 5070
Alienware 16XAC16251 Ultra 9 275HX 80GB 1tbSSD 8GB/RTX5060 16INÇ W11PRO AC162515060P35+ZETTAÇANTA,rtx 5060
MODERN 15 B12MO-624XTRM3 Intel Core i5-1235U 8GB 512GB SSD Windows 11 Pro 15.6 FHD Notebook,None
"CYBORG 15 i7-240H 40-GBDDR5 1 TBSSD RTX5060 15.6"" Win 11 Pro + S.Çantası B2RWFKG-208XTRHMF20",rtx 5060
"Thinkbook 14 G8 Ial Ultra 7 255H 64GB Ddr5 4tb SSD 14"" Wuxga IPS W11PRO 21SJ007BTXH24 + Zettaçanta",None
"Nitro 5 ANV15-41-R7CH011 Ryzen7 7735HS 64GB 1TBSSD RTX4060 15.6"" FHD FreeDOS Dizüstü Bilgisayar",rtx 4060
Pro 16 Plus Ultra 7 255U 16GB Ddr5 2tb SSD W11PRO 16 Inç IPS Fullhd+ PB16250BTO105P04 + Zetta Çanta,None
"Precision 3591 Ultra 7 155H 16GB 4TB SSD RTX A500/4GB 15.6"" FHD FDOS Workstation & Per4 Çanta",rtx a500
Thinkbook 14 G8 I5 13420H 64GB Ddr5 512GB SSD W11PRO 14 Inç Wuxga IPS 21SG00L8TXP37 + Zetta Çanta,None
"ExpertBook P3 PM3406CKA-R516512G0D010 Ryzen AL5 330 32GB 1TBSSD+2TBSSD 14"" WUXGA FreeDOS Dizüst",None
"Thinkbook 16 G7 Iml Ultra 5 125U 64GB 2tb SSD 16"" Wuxga 300NITS IPS Freedos 21MS005KTRF29",None
Katna17 Hx I7 14650HX 40GB 2tb SSD W11PRO RTX5060 8gb 17 Inç 2k QHD B14WFK216XTRP19+Zetta Çanta,rtx 5060
"Crosshaır A17 Hx Ryzen9 8940HX 96GB 512GB SSD 8GB/RTX5070 115W 17""2.5k 240Hz Freedos Z012XTRF41",rtx 5070
"Thinkbook 16 G6 Irl I5 13420H 16GB 2tb SSD 16"" Wuxga 300NITS IPS WIN11HOME 21KH00SXTRH03 +ZETTACNT",None
VİCTUS 16 i7 14700HX 24GB 2TB SSD RTX4060/8GB 144HZ 16.1'' FHD W11PRO 9J205EA & PER4 ÇANTA,rtx 4060
"Expertbook B3 Flip B3402FVA-I58512S0DM6 I5-1335U 16GB 1tb SSD Freedos 14"" Dokunmatik Bilgisayar",None
"Rog Strix G16 I5-13450HX 24GB 512GB SSD+512GB SSD 8GB/RTX5050 115W 16"" 3ms IPS W11PRO WRX053P02",rtx 5050
"Cyborg 17 i7 13620H 24GB 2TB SSD RTX5060/8GB 17.3"" FHD 144Hz W11H Gaming Laptop B13WFKG",rtx 5060
"Nitro 18 Ryzen 9 365 80GB 512GB+512GBSSD 12GB/RTX5070TI 18"" Qhd FDOS NHQYFEY001F39+ZettaÇNT",rtx 5070ti
Nitro V15 R5 7535HS 64GB 1TB SSD RTX2050/4GB 15.6'' 144Hz FHD W11H Gaming Laptop & PER4 ÇANTA,rtx 2050
"Alienware 16X Aurora Ultra 7 255HX 80GB 256GB SSD RTX5060/8GB 16"" QHD+ FDOS Gaming Laptop",rtx 5060
VENTUREPRO 15 Intel Core 7-240H 24GB 512GB SSD RTX5050/8GB 15.6'' FHD 144Hz W11P Laptop A2RWEG,rtx 5050
"Nitro ANV15-52 I9 13900H 48GB 2tb SSD 8GB/RTX5060/75W 15.6"" IPS 165Hz FDOS NHQZAEY004F19+ZettaÇNT",rtx 5060
"Victus 16-R1041NT 9J243EA07 i7-14700HX 64GB 1TBSSD RTX4060 16.1"" FHD FreeDOS Dizüstü Bilgisayar",rtx 4060
Vostro 3520 i5 1235U 8GB RAM 4TB SSD 15.6'' FHD W11HOME N5315PVNB3520U & PER4 ÇANTA,None
"ThinkPad P14S G5 R7-8840HS 32GB 256GB SSD Radeon 780M 14"" WUXGA FDOS Laptop & Çanta",radeon 780m
"Omen 16 Core 7 240H 8GB 1TB SSD RTX5060/8GB 16"" FHD+ 165Hz W11H Gaming Laptop & Per4 Çanta",rtx 5060
"TUF Gaming A15 R7 7435HS 32GB 4TB SSD RTX4060/8GB 144Hz 15.6"" FHD W11H & PER4 ÇANTA",rtx 4060
"Nitro 5 ANV15-51 V15 I9-13900H 24GB 512GB SSD 8GB/RTX4060 W11HOME 15.6"" 165Hz Fhd NHQQEEY00521",rtx 4060
"Rog Strix G16 i5 13450HX 8GB 1TB SSD RTX5050/8GB 165Hz 16"" FHD+ W11H Gaming Laptop G615JH",rtx 5050
Nitro V15 i5-13420H 16GB 2TB SSD RTX4050/6GB 15.6'' FHD 144Hz W11H & PER4 ÇANTA,rtx 4050
"Cyborg 15 Intel Core 7 240H 8GB 512GB SSD RTX5060/8GB 15.6"" FHD W11H Gaming Laptop B2RWFKG",rtx 5060
"Cyborg 15 Intel Core 7 240H 32GB 512GB SSD RTX5060/8GB 15.6"" FHD FDOS Gaming Laptop B2RWFKG",rtx 5060
"Victus I5-13420H 24GB 2tb 8GB/RTX5050 15.6"" 144Hz FhdWindows 11 Home BQ1P9EAH04+ZettaÇNT",rtx 5050
Pro 16 Plus Ultra 7 255U 16GB Ddr5 1tb SSD W11PRO 16 Inç IPS Fullhd+ PB16250BTO105P03 + Zetta Çanta,None
Latitude 3540 i5-1235U 12GB RAM 1TB SSD 15.6'' FHD FDOS Dizüstü Bilgisayar & PER4 ÇANTA,None
Latitude 3540 i5-1235U 36GB RAM 2TB SSD 15.6'' FHD FDOS Dizüstü Bilgisayar & PER4 ÇANTA,None
"Thinkpad P16S G4 Ultra 7 255H 40GB 2tb SSD 6GB/RTXPRO500 16"" IPS W11HOME 21QV000YTXH15 + Zettaçanta",rtx pro 500
Predator PH18-73 Ultra 9 275HX 48GB 6tb FDOS 16GB RTX5080 18'' WQXGA NHQVZEY001F11 + Zetta Çanta,rtx 5080
Nitro V15 i9 13900H 16GB 1TB SSD RTX4060/8GB 15.6'' 165Hz FHD W11P Gaming Laptop & PER4 ÇANTA,rtx 4060
"Nitro I9-13900H 40GB 1 TBSSD RTX 4060 15.6"" FHD Windows 11 Pro + Sırt Ç. NH.QQEEY.007HMF20",rtx 4060
"Expertbook P3 P3405CVA I7-13620H 80GB 512GB SSD Freedos 14"" 300NITS Wuxga UHD WP3405CVAF027",intel uhd graphics
Nitro V15 R5 7535HS 40GB 2TB SSD RTX2050/4GB 15.6'' 144Hz FHD W11P Gaming Laptop & PER4 ÇANTA,rtx 2050
Katna17 Hx I7 14650HX 80GB 1tb SSD W11HOME RTX5060 8gb 17 Inç 2k QHD B14WFK216XTRH33+Zetta Çanta,rtx 5060
Katna17 Hx I7 14650HX 24GB 2tb SSD FDOS RTX5060 8gb 17 Inç 2k QHD B14WFK216XTRF09+Zetta Çanta,rtx 5060
"Cyborg 15 A13VF i5-13420H 64GB 2TB SSD RTX4060/8GB 15.6"" FHD 144HZ W11P & PER4 ÇANTA",rtx 4060
Thinkpad E16 Gen3 Ultra 7 265U 128GB Ddr5 1tb SSD W11HOME 16 Inç IPS 21SR0076TXH43 + Zetta Çanta,None
"Pro 15 Essential I5 1334U 40GB Ddr5 1tb SSD FDOS 15.6"" FHD 120HZ Wva IPS PV152501334UF18+Zetta Çanta",None
"MODERN 15 F1MG-632XTREP6 Intel Core 7 150U 32GB 1TB SSD Win11 Pro 15.6"" FHD + ElektroPasaj Çanta",None
Thinkpad E16 Gen3 Ultra 5 225U 48GB Ddr5 2tb SSD W11HOME 16 Inç IPS 21SR006VTXH24 + Zetta Çanta,None
"Katna15 I7 14650HX 40GB 256GBSSD W11PRO RTX5070 8gb 15.6"" 2k QHD 165HZ B14WGK068XTRP16+Zetta Çanta",rtx 5070
"Predator Helios Neo16 Ultra9 275HX 16GB 512GB SSD RTX5070Ti/12GB 16"" QHD+ W11H Gaming Laptop",rtx 5070ti
"Nitro V16Ryzen 7 350 16GB 1tbSSD 8GB/RTX5070/85W 16"" 180Hz W11HOME NHQXNEY003H02+Zettaçanta",rtx 5070
"ThinkBook 14 G8 IAL U7-255H 64GB 2 TB Arc Graphics 14"" Win11 Home +S. Çnt. 21SJ007BTXHMF48",intel arc graphics
Victus 15 Intel Core 7 240H 8GB 4TB SSD RTX5060/8GB 15.6'' 144Hz FHD FDOS Gaming Laptop,rtx 5060
"TUF Gaming A15 R7 7435HS 48GB 1TB SSD RTX4060/8GB 144Hz 15.6"" FHD W11P & PER4 ÇANTA",rtx 4060
"Omen 16 Ryzen AI 7 350 64GB 512GB SSD RTX5070/8GB 16"" FHD+ 144Hz W11P Gaming Laptop & Çanta",rtx 5070
"Thinkbook 16P G6 Adr Ryzen 9 8940HX Aı 48GB 512GBSSD RTX5060/8GB 16"" WIN11PRO 21U00014TXP17+ZETTAÇNT",rtx 5060
"Crosshair A17 HX R7 8840HX 24GB 512GB SSD RTX5070/8GB 115W 17"" QHD+ 240Hz W11P Gaming D8WGKG",rtx 5070
"Alienware 16 Aurora Core5 210H 8GB 4TB SSD RTX4050/6GB 85W 16"" 2K QHD+ W11H Gaming Laptop",rtx 4050
"Omen 17-DB1003NT AI R9 365 24GB Ddr5 512GB RTX5070 8gb 17.3"" 144Hz W11Home C67G1EAH07 + Zetta Çanta",rtx 5070
"CYBORG 15 i7 13620H 16GB 2TB SSD RTX4060 WIN11 Home 15.6"" FHD 144Hz A13VF892XTRWH03 + Zetta Çanta",rtx 4060
Extensa 15 EX215-55 i7-1255U 24GB RAM 2TB SSD 15.6'' FHD W11P Dizüstü Bilgisayar & PER4 ÇANTA,None
"Cyborg 15 i7-13620H 64 GB 1 TB RTX4050 15.6"" 144Hz Win10 Pro + S.Çantası A13VE-1479XTRHMF63",rtx 4050
Pro 16 Ultra 7 255U 32GB Ddr5 4tb SSD W11PRO 16 Inç IPS Fullhd+ PC16250BTO107P15 + Zetta Çanta,None
"Victus 5 210H Aı 64GB 512GBSSD RTX5060/8GB 15.6""fhd (1920 x 1080) WIN11PRO C21SGEAP22+ZETTAÇANTA",rtx 5060
Pro 16 Plus Ultra 7 255U 24GB Ddr5 2tb SSD W11HOME 16 Inç IPS Fullhd+ PB16250BTO105H09 + Zetta Çanta,None
Katana 17 HX i9-14900HX 24GB 1TB SSD RTX5070/8GB 17.3'' 2K QHD 240Hz W11P Gaming Laptop B14WGK,rtx 5070
"Loq I7 13650HX 24GB 4tb SSD 8GB/RTX5070 15.6"" Fhd IPS 144Hz W11HOME 83JE00D0TRH08 + Zettaçanta",rtx 5070
"Crosshair A17 HX R7 8840HX 24GB 4TB SSD RTX5070/8GB 115W 17"" QHD+ 240Hz W11H Gaming D8WGKG",rtx 5070
250 G10 B2PH6ESAS3 I5-1334U 8 GB 1 TBSSD 15.6 Fhd Freedos,None
"Vivobook 16 Core 5 210H RTX5050 16GB RAM 1TB SSD 16"" Wuxga W11 144Hz Taşınabilir Bilgisayar",rtx 5050
"Nitro 5 i7-12650H 48GB 4 TBSSD RTX4060 17.3"" FHD Windows 10 Home + Sırt Ç. NH.QLFEY.004HMF74",rtx 4060
"Aspire Go 15 I7-13620H 64GB 1tb SSD W11HOME 15,6"" Fhd NXJ6SEY001H28+Zetta Çanta",None
Inspiron 15 3530 Core I7-1355U 32GB 256GB SSD 15.6 Inç Full Hd Freedos Laptop ZI35301103F11,None
"Elitebook 6 G1I Intel® Core Ultra 7 255U 24GB 4tbSSD 14"" (1920 x 1200), FDOS C9XW2ETF05+ZETTAÇANTA",None
"Victus 15 15-FA2704NT B7TG9EA FR100 i5-13420H 40 GB 4 TB SSD RTX3050 15.6"" W11P + Çanta",rtx 3050
"Loq I7 13650HX 32GB 4tb SSD 8GB/RTX5070 15.6"" Fhd IPS 144Hz FDOS 83JE00D0TRF12 + Zettaçanta",rtx 5070
Victus 15 R7 8845HS 40GB DDR5 2TB SSD RTX4050/6GB 15.6'' 144Hz FDOS Gaming Laptop & PER4 ÇANTA,rtx 4050
"Excalibur G920 i9-1490HX 64GB 1TB RTX5090 300HZ 16"" W11H Gaming Laptop G920.1490-EF90A-E",rtx 5090
"B1503CVA Intel Ultra 5-120U 40GB 512 GB SSD 15,6"" FHD, AI Power, MIL-STD W11PRO C58G512B4D-52",None
"Thinkpad T14 G6 Ultra 7 255U 48GB Ddr5 1tb SSD W11HOME 14"" Wuxga IPS 21QC00CKTXH23 + Zetta Çanta",None
"Vostro 3530 Intel Core i5 1334U 12GB 512GB SSD 15.6"" FHD W11P & PER4 Çanta",None
"Elitebook 640 G10 I7 1355U 64GB 256GB SSD 14"" Fhd WINDOWS11HOME ELİT8A571EA29+WEBLEGELSINÇANTA",None
"Predator Helios Neo16 Ultra9 275HX 8GB 2TB SSD RTX5060/8GB 16"" QHD+ W11P Gaming Laptop",rtx 5060
"CYBORG 15 i7 13620H 32GB 1TB SSD RTX4060 WIN11 Pro 15.6"" FHD 144Hz A13VF892XTRWP06 + Zetta Çanta",rtx 4060
"ROG Strix G16 i9-14900HX 8GB 256GB SSD RTX4060/8GB 165HZ 16"" WUXGA FDOS N3117 & PER4 ÇANTA",rtx 4060
"Victus 15 15-FA2704NT B7TG9EA010 i5-13420H 16GB 512SSD RTX3050 15.6"" FHD W11P Dizüstü Bilgisayar",rtx 3050
"Alienware 16 Aurora 5 210H 32GB Ddr5 2tb RTX4050 6gb 85W W11Home 16"" WQXGA AC16250H14 + Zetta Çanta",rtx 4050
"ExpertBook B1503CVA-S75438A001 i7-13620H 8GB 1TBSSD 15.6"" FHD FreeDOS Dizüstü Bilgisayar",None
"Thinkpad E16 G2 Ultra 7 155H 40GB 512GB SSD Intel® Aı Boost 16"" Wuxga IPS WIN 11 Home 21MA002UTXH13",None
"ExpertBook B1 Intel Core 7 150U 96GB 4TB SSD 15.6"" FHD W11H Dizüstü Bilgisayar & PER4 Çanta",None
"Omen Slim 16 Ultra 9 285H 32GB 2TB SSD RTX5060/8GB 16"" FHD+ 165Hz W11P Gaming Laptop & Çanta",rtx 5060
Latitude 3440 i5-1335U 32GB RAM 512GB SSD 14'' FHD W11PRO Dizüstü Bilgisayar & PER4 ÇANTA,None
TUF GAMING A15 R7-7435HS 16GB RAM 512GB SSD 6GB RTX4050 15.6 144Hz Dos FA507NUR-LP034 Zi700,rtx 4050
"Thinkbook 16 G7 Iml Ultra 5 125U 64GB 512GB SSD 16"" Wuxga 300NITS IPS WIN11HOME 21MS005KTRH27",None
"Nitro V 17 AI AMD Ryzen 7-260 16GB 1TB RTX5070 17.3"" QHD 165Hz Freedos Gaming Laptop NH.QZKEY.001",rtx 5070
Legion 7 16IRX9 I7 14700HX 32GB 6tb SSD W11HOME RTX4070 8gb 16Inç 3.2k 83FD005KTRH17+Zetta Çanta,rtx 4070
"Predator Helios Neo 16 AI Ultra 9 275HX 48GB 256GB SSD RTX5070Ti/12GB 170W 16"" QHD+ W11P",rtx 5070ti
"Predator Helios Neo16 Ultra9 275HX 40GB 4TB+4TB SSD RTX5060/8GB 16"" QHD+ W11P Gaming Laptop",rtx 5060
"V16 V3607VU-RP061W Core 5 210H 8GB 512SSD RTX4050 16"" FullHD+ W11H Dizüstü Bilgisayar",rtx 4050
"X1504VA INTEL I7-1355U 24 GB RAM 1TB SSD 15.6"" FHD Windows 11 + ÇANTA",None
"TUF Gaming F16 FX607VU-RL142A002 Core5 210H 16GB 1TBSSD RTX4050 16"" WUXGA FreeDOS Dizüstü Bilgi",rtx 4050
"VOSTRO 3530 Intel® Core™ i5-1334U 8gb Ram 1tb SSD Windows 11 Home 15,6"" FHD",None
"Omen Ryzen 9 365 16GB 2tb SSD 8GB/RTX5070 17.3"" Qhd W11PRO Taşınabilir CD5N0EAP03+Zettaçanta",rtx 5070
"Expertbook B1 B1403CVA I5-1334U 24GB DDR5 512GB SSD 14"" FHD LED 300nits W11P B1403CVAH05+ZETTACNT",None
"ExpertBook B5 Ultra 7 255H 16GB 256GB SSD 14"" FHD+ FDOS Dizüstü Bilgisayar & PER4 Çanta",None
Victus 15 R7 8845HS 96GB DDR5 1TB SSD RTX4050/6GB 15.6'' 144Hz W11P Gaming Laptop & PER4 ÇANTA,rtx 4050
"Cyborg 15 i7-13620H 24GB 1 TBSSD RTX4050 15.6"" FHD 144Hz Freedos + Sırt Ç. A13VE-897XTRHMF4",rtx 4050
"Zbook 8 G1I Ultra 7 265H 40GB Ddr5 1tb SSD 4GB/RTXA500 14"" 300NIT W11PRO B30HCESP14 + Zettaçanta",rtx a500
"Omen 16 Ryzen AI 7 350 32GB 4TB+4TB SSD RTX5070/8GB 16"" FHD+ 144Hz W11H Gaming Laptop & Çanta",rtx 5070
Nitro V15 R5 7535HS 40GB 1TB SSD RTX3050/6GB 15.6'' 144Hz FHD FDOS Gaming Laptop & PER4 ÇANTA,rtx 3050
TUF Gaming F16 FX608JH Intel i5-13450HX 32GB RAM 2TB SSD 16 inç FHD 8GB RTX5050 115w W11 PRO,rtx 5050
Inspiron 15 3530 Core I7-1355U 32GB 1tb SSD 15.6 Inç Full Hd Freedos Laptop ZI35301103F13,None
Inspiron 15 3530 Core I7-1355U 64GB 2tb SSD 15.6 Inç Full Hd Freedos Laptop ZI35301103F24,None
"NevoPro 14"" 300NIT Core i7-13620H 32GB DDR5 1TB W11 Pro NP40.1362-DF00R-G-F",None
Vivobook 15 X1504VA i7 1355U 12GB RAM 512GB SSD 15.6'' FHD W11PRO NJ412 & PER4 ÇANTA,None
"Rog Strix G16 R9-8940HX 32GB 512GB SSD+512GB 8GB/RTX5050 115W 16"" 165Hz 300NİTS FDOS WARV057F10",rtx 5050
Omen 17-DB1022NT Ryzen 9 365 32GB 6tb SSD W11HOME RTX5060 8gb 17.3 Inç 7ms CD5N2EAH17+Zetta Çanta,rtx 5060
Inspiron 3520 i7 1255U 8GB RAM 2TB SSD 15.6'' FHD W11HOME I35201013U & PER4 ÇANTA,None
Crosshair A17 Hx Ryzen 7 8840HX 16GB Ddr5 4tb SSD 8GB/RTX5070 16” W11HOME D8WGKGH04 + Zettaçanta,rtx 5070
Nitro V15 İ5-13420H 32gb 4tb Ssd Rtx4050/6gb 15.6'' Fhd 144hz Fdos Per4 Çanta,rtx 4050
"B1503CVA Intel Core i5-13420H 48 GB 2 TB SSD 15.6"" FHD AI W11HOME S75437-60",None
"ThinkPad E16 Ultra 7-155H 16GB Ram 2TB SSD Windows 11 Pro 16"" IPS",None
"NevoPro 14"" 300NIT Core i7-13620H 16GB DDR5 480GB Freedos NP40.1362-BV00X-G-F",None
Victus 15 Intel Core 7 240H 8GB 1TB SSD RTX5060/8GB 15.6'' 144Hz FHD W11H Gaming Laptop,rtx 5060
Victus 15-FA2036NT C52QWEA FR37 i7-13620H 16 GB 4 TB RTX5050 8GB 15.6 FHD W11H,rtx 5050
"255 G8 Amd Ryzen 5 3500u 8gb 256gb Ssd Fd 15.6"" Fhd 27k40ea",None
Nitro V15 i5-13420H 48GB 1TB SSD RTX4050/6GB 15.6'' FHD 144Hz W11P & PER4 ÇANTA,rtx 4050
"Omen Max Ultra 7-255HX 48GB 2TBSSD RTX5070 (8GB-GDDR7) 16"" 240Hz 2K Win11 Pro B92QXEAHMF29",rtx 5070
"Thinkpad P14S G5 Ryzen 7 Pro 8840HS 40GB Ddr5 512GB SSD 14"" IPS W11HOME 21MFS2MQ00H13 + Zettaçanta",None
"Thinkpad E16 G2 Ultra 7 155H 80GB 512GB SSD Intel® Aı Boost 16"" Wuxga IPS WIN 11 Home 21MA002UTXH26",None
"Victus 15 Ryzen AI 5-340 96GB 256GB SSD RTX5050/8GB 15.6"" FHD 144Hz W11H Gaming Laptop & Çanta",rtx 5050
"Alienware 16X Ultra 9-275HX 40GB 1TBSSD RTX5070 16"" Win11 Home + Sırt Ç. AC16251-CU932157WHMF4",rtx 5070
"Vostro 3530 i5-1334U 24GB 512GB SSD 15.6"" FHD Win11P N3409PVNB3530U ATL81 Notebook +Çanta Hediy",None
"Vostro 3530 i7 1355U 8GB 2TB SSD 15.6"" FHD 120 Hz W11H Taşınabilir Bilgisayar & PER4 Çanta",None
Omen 16-AM0033NT I9 14900HX 24GB 2tb SSD RTX5060 8gb FDOS 16Inç 144Hz IPS WC39J7EAF09+Zetta Çanta,rtx 5060
"Precision 3591 Ultra 7 155H 16GB 512GB SSD RTX A500/4GB 15.6"" FHD W11H Workstation & Per4 Çanta",rtx a500
Pro 16 Plus Ultra 7 255U 24GB Ddr5 512GB SSD FDOS 16 Inç IPS Fullhd+ PB16250BTO105F07 + Zetta Çanta,None
"Loq I7 13700HX 48GB 4tb SSD 8GB/RTX5050/100W 15.6"" Fhd IPS 144Hz W11HOME 15IRX1050H20 + Zettaçanta",rtx 5050
Victus 15 i5 12500H 48GB 1TB SSD RTX4060/8GB 144Hz 15.6'' FHD FDOS Gaming Laptop & PER4 ÇANTA,rtx 4060
"Predator Helios Neo 16 AI Ultra 9 275HX 24GB 4TB+4TB SSD RTX5070Ti/12GB 170W 16"" QHD+ W11P",rtx 5070ti
Latitude 5550 U5-125U 16GB 512GB Arc Graphics Win11 Pro +S.Çantası N007L555015EMEA-VP-UBUHMF36,intel arc graphics
"KATANA 17 HX i7-14650HX 64GB 2 TBSSD RTX5060 17.3"" Freedos + S.Çantası B14WFK-257XTRHMF8",rtx 5060
Omen Slim Gaming 16-AN0015NT CD7J9EA Intel Core Ultra 9 285H 16GB Ram 2tb SSD RTX5070 Freedos K11,rtx 5070
"NevoPro 14"" 300NIT Intel Core Ultra 7-255H 24GB DDR5 480GB SSD Freedos Laptop NP40.255H-CV00X-G-F",None
Inspiron 15 3530 i5 1334U 12GB 4TB SSD 15.6'' FHD 120Hz FDOS Dizüstü Laptop & PER4 ÇANTA,None
"Nitro V 15 ANV15-52 I7 13620H 8gb 1tbSSD RTX5060 8gb 75W W11PRO 15.6"" NHQZ8EY002P03+Zetta Çanta",rtx 5060
"Loq 15AHP10 Ryzen 7 250 Aı 48GB 256GB SSD 8GB/RTX5060 15.6"" IPS FDOS BILG.83JG008UTRF11+ZETTAÇANTA",rtx 5060
"Nitro V16Ryzen 7 350 16GB 2tbSSD 8GB/RTX5070/85W 16"" 180Hz W11PRO NHQXNEY003P03+Zettaçanta",rtx 5070
Nitro V15 R7-7735HS 48GB 2TB SSD RTX4060/8GB 15.6'' 165Hz FHD W11H & PER4 ÇANTA,rtx 4060
"Thinkpad P16S G4 Ultra 7 255H 24GB 512GB SSD 6GB/RTXPRO500 16"" IPS FDOS 21QV000YTXF05 + Zettaçanta",rtx pro 500
"Pro 16 Plus Ultra 7-265U 32GB 1TB UHD Graphics 16"" Win10Home + S.Çantası PB16250U7265U165UHMF18",intel uhd graphics
"Katana 15 HX i9-14900HX 24GB 4TB SSD RTX5060/8GB 15.6"" 2K QHD 165Hz FDOS Gaming Laptop B14WFK",rtx 5060
"B1503CVA Intel Core i7-13620H 24GB 512 GB SSD 15.6"" FHD W11HOME S75438-31",None
"Elitebook 660 G11 Ultra 5-125U 16 GB 1 TB 16"" Win 11 Home + S.Çantası 9C075EAHMF41",None
"Thinkbook 16 G6 Irl I7 13700H 64GB 1tb SSD 16"" Wuxga 300NITS IPS WIN11HOME 21KH00V1TRH22 +ZETTACNT",None
MW0W3TU/A/MacBook Air/Apple M4 İşlemci (10 Çekirdek CPU-8 Çekirdek GPU)/16GB RAM/256GB SSD/13.,m4
"Cyborg 15 5 210H 32GB Ddr5 4tb SSD RTX5060 8gb W11PRO 15.6"" Fhd 144HZ B2RWFKG207XTRP15 + Zetta Çanta",rtx 5060
"TUF F16 FX608JMR-RV067EP6 i7-14650HX 32GB 512GB SSD RTX5060 16"" 165Hz Win11P + ElektroPasaj Çanta",rtx 5060
"EliteBook 660 G11 Ultra 7 155U 32-GBDDR5 2 TBSSD 16"" Freedos + S. Çantası 9C004EAHMF4",None
"Alienware 16X Ultra 9 275HX 64GB 512GBSSD+512GBSSD 8GB/RTX5060 16"" FDOS AC162515060F26+ZETTAÇNT",rtx 5060
"Omen16 Ryzen AI 7-350 16GB 4TB SSD RTX5060/8GB 16"" FHD+ 144Hz W11H Gaming Laptop &Per4 Çanta",rtx 5060
"ThinkBook 16P G6 Ultra9 275HX 80GB 512GB SSD RTX5060/8GB 115W 16"" 3.2K 165Hz W11H Laptop",rtx 5060
"Cyborg 15 i5 13420H 96GB 1TB SSD RTX5060/8GB 15.6"" FHD 144Hz W11P Gaming Laptop B13WFKG",rtx 5060
